INSTANCE_NAME,IP,MACHINE_TYPE,CPU,MEMORY,DISK,STATUS,PROJECT,ENV,ENGAGEMENT,COST_CENTER,Running_hours
jcpajiotv-sc-app-2,10.3.17.48,e2-custom-8-16384,8,16.0 GB,50 GB,TERMINATED,jioengage,prod,jcpa,bigticket-prod,720
je-football-admin,10.3.2.223,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-feed-es,10.3.2.222,e2-small,2,2.0 GB,100 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-hap,10.3.8.8,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-mongo,10.3.1.47,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-footall,brand-prod,720
je-football-rabbitmq,10.3.3.28,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-sc-app-1,10.3.16.130,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-sc-app-2,10.3.16.131,e2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-twemproxy-instance-group-20221110-11s8,10.3.8.15,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-twemproxy-instance-group-20221110-9sl1,10.3.8.10,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-twemproxy-instance-group-20221110-gqmh,10.3.8.14,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-twemproxy-instance-group-20221110-jjlp,10.3.8.16,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
je-football-twemproxy-instance-group-20221110-mtkq,10.3.8.13,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,je-football,brand-prod,720
jio-khelo-dev,10.2.3.16,e2-medium,2,4.0 GB,70 GB,RUNNING,jioengage,dev,engagedevserver,brand-dev,308
jiocrick-app-dev,10.2.3.17,e2-small,2,2.0 GB,40 GB,RUNNING,jioengage,dev,jiocricket,brand-dev,308
jiocricket-admin,10.3.2.39,e2-standard-4,4,16.0 GB,70 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-admin-1,10.8.2.2,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-1,10.3.16.187,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-10,10.3.16.253,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-11,10.3.17.10,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-12,10.3.17.19,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-13,10.3.16.220,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-14,10.3.17.17,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-15,10.3.17.18,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-16,10.3.16.239,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-17,10.3.16.245,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-18,10.3.17.14,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-19,10.3.17.15,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-2,10.3.16.209,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-20,10.3.17.16,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-3,10.3.16.210,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-4,10.3.16.211,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-5,10.3.16.212,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-6,10.3.16.213,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-7,10.3.16.214,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-8,10.3.17.12,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver-9,10.3.17.13,e2-medium,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-appserver1,10.8.1.2,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-feedserver-1,10.8.1.7,e2-small,2,2.0 GB,50 GB,TERMINATED,jioengage,prod,jiocricket,brand-prod,720
jiocricket-mongo-master,10.3.1.15,n2-standard-2,2,8.0 GB,150 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-mongo-master1,10.8.3.2,n2-standard-2,2,8.0 GB,150 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-mongo-replica,10.3.1.16,n2-standard-2,2,8.0 GB,150 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-mongo-replica1,10.8.3.3,n2-standard-2,2,8.0 GB,150 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-rabbitmq,10.3.3.16,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-rabbitmq1,10.8.5.2,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-redis,10.3.4.27,n2-standard-4,4,16.0 GB,30 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricket-redis1,10.8.4.2,n2-custom-2-4096,2,4.0 GB,30 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jiocricketapp-replica,10.2.3.34,e2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jioengage,prod,jiocricket,brand-prod,720
jioengage-bt-grafana,10.3.16.51,n2-standard-4,4,16.0 GB,100 GB,RUNNING,jioengage,prod,central-profile,bigticket-prod,720
jioengage-bt-monitoring,10.3.17.0,n2-standard-4,4,16.0 GB,100 GB,RUNNING,jioengage,prod,central-profile,bigticket-prod,720
jioengage-cms-dev,10.2.3.15,e2-medium,2,4.0 GB,120 GB,RUNNING,jcn,dev,coupon,jcn-dev,308
jioengage-cricket-bastion,10.8.6.2,custom-1-2048,1,2.0 GB,200 GB,RUNNING,jioengage,prod,bastion,bigticket-prod,720
jioengage-dev-bastion,10.2.2.2,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,bastion,bigticket-dev,308
jioengage-loadtest-01,10.3.16.70,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-02,10.3.16.71,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-03,10.3.16.72,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-04,10.3.16.73,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-05,10.3.16.74,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-06,10.3.16.75,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-07,10.3.16.76,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-08,10.3.16.77,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-09,10.3.16.78,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-10,10.3.16.79,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-11,10.3.16.40,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-12,10.3.16.41,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-13,10.3.16.44,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-14,10.3.16.89,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-15,10.3.16.126,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-16,10.3.16.15,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-17,10.3.16.23,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-18,10.3.16.34,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-19,10.3.16.35,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-20,10.3.16.36,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-21,10.3.16.37,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-22,10.3.16.38,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-23,10.3.16.46,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-24,10.3.16.47,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-loadtest-25,10.3.16.50,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,loadtest,bigticket-prod,720
jioengage-ludo-dev,10.2.3.13,e2-standard-2,2,8.0 GB,50 GB,RUNNING,jioengage,dev,ludo,bigticket-dev,308
jioengage-ludo-qa,10.2.3.52,e2-standard-2,2,8.0 GB,40 GB,RUNNING,jioengage,dev,ludo,bigticket-dev,308
jioengage-portal-app,10.3.16.52,custom-1-2048,1,2.0 GB,30 GB,RUNNING,jioengage,prod,portal,bigticket-prod,720
jioengage-portal-mongo,10.3.1.44,e2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,portal,bigticket-prod,720
jioengage-prod-bastion,10.3.5.2,n2-custom-2-4096,2,4.0 GB,1024 GB,RUNNING,jioengage,prod,bastion,bigticket-prod,720
jioengage-prod-bastion-bavama,10.7.6.3,n2-standard-8,8,32.0 GB,200 GB,TERMINATED,jioengage,prod,bastion,devops,720
jioengage-prod-idc-bastion,10.7.6.2,custom-1-2048,1,2.0 GB,200 GB,RUNNING,jcn,prod,bastion,jcn-prod,720
jioengage-prod-jiocricket-bavama-bastion,10.3.5.4,n2-standard-8,8,32.0 GB,200 GB,TERMINATED,jioengage,prod,bastion,devops,720
jioengage-sftp-server,10.3.17.183,n2-custom-2-4096,2,4.0 GB,900 GB,RUNNING,jioengage,prod,common,brand-prod,720
jiogames-dev-bastion,10.148.3.2,e2-small,2,2.0 GB,30 GB,RUNNING,jiogames,dev,watch,jiowatch-dev,308
jiogames-dev-temp,10.148.1.244,e2-standard-4,4,16.0 GB,200 GB,TERMINATED,jiogames,dev,watch,jiowatch-dev,308
jiogames-prod-proxy,10.146.5.2,e2-medium,2,4.0 GB,30 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogames-watch-dev-2,10.148.1.220,e2-standard-4,4,16.0 GB,50 GB,RUNNING,jiogames,dev,watch,jiowatch-dev,308
jiogamesprod-apiserver-01,10.146.1.3,n2-custom-8-16384,8,16.0 GB,750 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-apiserver-02,10.146.1.4,n2-custom-8-16384,8,16.0 GB,750 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-bastion,10.146.3.3,n2-custom-2-1024,2,1.0 GB,50 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-elasticsearch-01,10.146.2.2,n2-standard-8,8,32.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-elasticsearch-02,10.146.2.3,n2-standard-8,8,32.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-elasticsearch-03,10.146.2.4,n2-standard-8,8,32.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-elasticsearch-04,10.146.2.5,n2-standard-8,8,32.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-elasticsearch-05,10.146.2.6,n2-standard-8,8,32.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-mongo-01,10.146.2.7,n2-custom-8-16384,8,16.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-mongo-02,10.146.2.8,n2-custom-8-16384,8,16.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-mongo-03,10.146.2.9,n2-custom-8-16384,8,16.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-proxy,10.146.3.4,e2-medium,2,4.0 GB,30 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-rabbitmq-01,10.146.2.13,n2-custom-2-4096,2,4.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-rabbitmq-02,10.146.2.14,n2-custom-2-4096,2,4.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-rabbitmq-03,10.146.2.15,n2-custom-2-4096,2,4.0 GB,200 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-redis-01,10.146.2.10,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-redis-02,10.146.2.11,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-redis-03,10.146.2.12,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-vod-delivery-01,10.146.1.42,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesprod-vod-delivery-02,10.146.1.43,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,prod,watch,jiowatch-prod,720
jiogamesrc-apiserver-1,10.147.1.2,n2-custom-2-4096,2,4.0 GB,100 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-apiserver-2,10.147.1.3,n2-custom-2-4096,2,4.0 GB,100 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-bastion,10.147.3.2,n2-custom-2-1024,2,1.0 GB,50 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-database-1,10.147.2.2,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-database-2,10.147.2.3,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-database-3,10.147.2.4,n2-custom-4-8192,4,8.0 GB,100 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-gamesvod,10.147.1.16,e2-small,2,2.0 GB,50 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-livepublisher-2,10.147.1.12,n2-highcpu-16,16,16.0 GB,100 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-opensearch,10.147.1.107,n2-custom-2-4096,2,4.0 GB,200 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiogamesrc-opensearch-2,10.147.1.85,n2-custom-2-4096,2,4.0 GB,200 GB,RUNNING,jiogames,stage,watch,jiowatch-stage,308
jiowatch-dev,10.148.1.241,e2-standard-4,4,16.0 GB,50 GB,RUNNING,jiogames,dev,watch,jiowatch-dev,308
jiowatch-live-publisher-dev,10.148.1.243,custom-2-4096,2,4.0 GB,100 GB,RUNNING,jiogames,dev,watch,jiowatch-dev,308
jiowatch-live-publisher-dev-2,10.148.1.245,custom-2-4096,2,4.0 GB,100 GB,RUNNING,jiogames,dev,watch,jiowatch-dev,308
kbc-api-dev,10.2.3.14,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,kbc,brand-dev,308
lms-prod-bastion-bavama,10.9.2.3,n2-standard-8,8,32.0 GB,200 GB,TERMINATED,jioengage,prod,lms-ugc,devops,720
lms-ugc-api-1,10.9.1.2,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,lms-ugc,lms-prod,720
lms-ugc-api-2,10.9.1.3,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,lms-ugc,lms-prod,720
lms-ugc-bastion,10.9.2.2,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,lms-ugc,lms-prod,720
lms-ugc-engagedev,10.2.1.14,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,dev,lms-ugc,lms-dev,308
lms-ugc-replica,10.2.1.22,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,dev,lms-ugc,lms-dev,308
ludo-admin,10.3.2.61,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-ha,10.3.9.80,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-ha-2,10.3.8.6,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-ha-3,10.3.8.7,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-ha-4,10.3.8.11,n2-highcpu-2,2,2.0 GB,30 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-ha-5,10.3.8.12,n2-highcpu-2,2,2.0 GB,30 GB,TERMINATED,jioengage,prod,ludo,bigticket-prod,720
ludo-mongo-master,10.3.1.31,n2-custom-2-4096,2,4.0 GB,100 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-mongo-replica,10.3.1.32,n2-custom-2-4096,2,4.0 GB,100 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-rabbitmq,10.3.3.26,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-1,10.3.16.22,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-10,10.3.18.117,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-2,10.3.16.26,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-3,10.3.18.110,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-4,10.3.18.111,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-5,10.3.18.112,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-6,10.3.18.113,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-7,10.3.18.114,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-8,10.3.18.115,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,ludo,bigticket-prod,720
ludo-sc-9,10.3.18.116,n2-custom-2-4096,2,4.0 GB,50 GB,TERMINATED,jioengage,prod,ludo,bigticket-prod,720
mail-server,10.3.2.215,e2-medium,2,4.0 GB,30 GB,TERMINATED,jioengage,prod,devops,bigticket-prod,720
offerstore-jiogames-appserver-1,10.7.1.8,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,offerstore,jcn-prod,720
offerstore-jiogames-appserver-2,10.7.1.9,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,offerstore,jcn-prod,720
offerstore-jiogames-redis,10.7.4.3,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,offerstore,jcn-prod,720
offerstore-regularcoupon-dev,10.2.3.204,e2-custom-2-4096,2,4.0 GB,60 GB,RUNNING,jcn,dev,coupon,jcn-dev,308
oreo-mongo,10.3.1.19,n2-standard-8,8,32.0 GB,100 GB,TERMINATED,jioengage,prod,oreo,brand-prod,720
oreo-mongo-2,10.3.1.20,n2-standard-8,8,32.0 GB,150 GB,TERMINATED,jioengage,prod,oreo,brand-prod,720
playalong-demo-1,10.2.3.207,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,dev,jcpa,brand-dev,308
playalong-dev,10.2.3.33,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,dev,jcpa,brand-dev,308
playnwin-1-admin-1,10.3.2.6,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-admin-2,10.3.2.7,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-admin-3,10.3.2.9,e2-medium,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver-2,10.3.16.16,e2-medium,2,4.0 GB,100 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver-5,10.3.16.19,e2-medium,2,4.0 GB,100 GB,TERMINATED,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver-6,10.3.16.20,e2-medium,2,4.0 GB,100 GB,TERMINATED,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-appserver1,10.3.16.4,e2-medium,2,4.0 GB,100 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-rabbitmq,10.3.3.5,e2-medium,2,4.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-redis-1,10.3.4.3,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-redis-2,10.3.2.8,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-1-redis-3,10.3.4.4,e2-small,2,2.0 GB,30 GB,RUNNING,jioengage,prod,playnwin-1,bigticket-prod,720
playnwin-2-admin-1,10.3.2.10,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-admin-2,10.3.2.11,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-admin-3,10.3.2.12,n2-custom-2-4096,2,4.0 GB,50 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
playnwin-2-appserver-1,10.3.16.5,e2-medium,2,4.0 GB,100 GB,RUNNING,jioengage,prod,playnwin-2,bigticket-prod,720
